otherobjectid,objectid,filename,youtubeid,,title,date,date is approximate?,description,subject,location,degree-latitude,degree-longitude,format,latitude,longitude,type,language,rights,rightsstatement,object_template,object_download,image_small,image_thumb
storying047,ballcreek-smallclearing-smallbullleft,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-SmallClearing-Smallbullleft.jpg,,,Smallbullleft,,,,,Ball Creek;Stream Crossing,,,image/jpg,48.766313,-116.585614,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-SmallClearing-Smallbullleft.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/ballcreek-smallclearing-smallbullleft_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/ballcreek-smallclearing-smallbullleft_th.jpg
storying048,ballcreek-smallclearing-whitetaildoe,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-SmallClearing-Whitetaildoe.jpg,,,Whitetaildoe,,,,,Ball Creek;Stream Crossing,,,image/jpg,48.766313,-116.585614,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-SmallClearing-Whitetaildoe.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/ballcreek-smallclearing-whitetaildoe_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/ballcreek-smallclearing-whitetaildoe_th.jpg
storying049,ballcreek-streamcrossing-boysdepart,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-StreamCrossing-Boysdepart.jpg,,,Boysdepart,,,,,Ball Creek;Stream Crossing,,,image/jpg,48.766313,-116.585614,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-StreamCrossing-Boysdepart.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/ballcreek-streamcrossing-boysdepart_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/ballcreek-streamcrossing-boysdepart_th.jpg
storying050,ballcreek-streamcrossing-elkbrowse,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-StreamCrossing-Elkbrowse.jpg,,,Elkbrowse,,,,,Ball Creek;Stream Crossing,,,image/jpg,48.766313,-116.585614,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-StreamCrossing-Elkbrowse.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/ballcreek-streamcrossing-elkbrowse_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/ballcreek-streamcrossing-elkbrowse_th.jpg
storying051,ballcreek-streamcrossing-elkbrowse2,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-StreamCrossing-Elkbrowse2.0.jpg,,,Elkbrowse2.0,,,,,Ball Creek;Stream Crossing,,,image/jpg,48.766313,-116.585614,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-StreamCrossing-Elkbrowse2.0.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/ballcreek-streamcrossing-elkbrowse2_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/ballcreek-streamcrossing-elkbrowse2_th.jpg
storying052,ballcreek-streamcrossing-elkfacescam,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-StreamCrossing-Elkfacescam.jpg,,,Elkfacescam,,,,,Ball Creek;Stream Crossing,,,image/jpg,48.766313,-116.585614,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/BallCreek-StreamCrossing-Elkfacescam.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/ballcreek-streamcrossing-elkfacescam_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/ballcreek-streamcrossing-elkfacescam_th.jpg
storying053,salmopriest-criticalhabitat-criticalhabitatridgelinesouth-imag0003,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-CriticalHabitatridgelinesouth-IMAG0003.jpg,,,SalmoPriest-CriticalHabitat-CriticalHabitatridgelinesouth-IMAG0003,,,,,Salmo-Priest Critical Habitat;CriticalHabitat Ridgeline South,,,image/jpg,48.937107,-117.010435,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-CriticalHabitatridgelinesouth-IMAG0003.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-criticalhabitatridgelinesouth-imag0003_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-criticalhabitatridgelinesouth-imag0003_th.jpg
storying054,salmopriest-criticalhabitat-criticalhabitatridgelinesouth-imag0006,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-CriticalHabitatridgelinesouth-IMAG0006.jpg,,,SalmoPriest-CriticalHabitat-CriticalHabitatridgelinesouth-IMAG0006,,,,,Salmo-Priest Critical Habitat;CriticalHabitat Ridgeline South,,,image/jpg,48.937107,-117.010435,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-CriticalHabitatridgelinesouth-IMAG0006.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-criticalhabitatridgelinesouth-imag0006_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-criticalhabitatridgelinesouth-imag0006_th.jpg
storying055,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0191,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0191.jpg,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0191,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0191.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0191_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0191_th.jpg
storying056,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0193,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0193.jpg,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0193,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0193.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0193_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0193_th.jpg
storying057,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0195,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0195.jpg,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0195,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0195.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0195_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0195_th.jpg
storying058,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0197,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0197.jpg,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0197,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0197.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0197_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0197_th.jpg
storying059,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0199,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0199.jpg,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0199,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0199.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0199_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0199_th.jpg
storying060,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0201,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0201.jpg,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0201,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0201.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0201_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0201_th.jpg
storying061,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0203,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0203.jpg,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0203,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0203.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0203_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0203_th.jpg
storying062,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0205,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0205.jpg,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0205,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0205.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0205_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0205_th.jpg
storying063,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0207,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0207.jpg,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0207,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0207.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0207_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0207_th.jpg
storying064,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0209,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0209.jpg,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0209,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0209.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0209_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0209_th.jpg
storying065,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0211,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0211.jpg,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0211,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0211.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0211_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0211_th.jpg
storying066,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0213,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0213.jpg,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0213,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0213.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0213_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0213_th.jpg
storying067,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0215,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0215.jpg,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0215,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0215.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0215_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0215_th.jpg
storying068,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0217,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0217.jpg,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0217,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0217.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0217_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0217_th.jpg
storying069,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0219,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0219.jpg,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0219,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0219.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0219_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0219_th.jpg
storying070,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0221,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0221.jpg,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0221,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0221.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0221_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0221_th.jpg
storying071,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0223,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0223.jpg,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0223,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0223.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0223_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0223_th.jpg
storying072,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0225,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0225.jpg,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0225,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0225.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0225_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0225_th.jpg
storying073,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0227,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0227.jpg,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0227,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0227.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0227_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0227_th.jpg
